,id,Publication Title,Title,Abbreviation,Publication Type,"Subject Area, Categories, Scope",h-index,Overall Rank/Ranking,SCImago Journal Rank (SJR),Impact Score,Publisher,Country,ISSN
0,264,"38th Asian Conference on Remote Sensing - Space Applications: Touching Human Lives, ACRS 2017",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,265,"13th International MEDCOAST Congress on Coastal and Marine Sciences, Engineering, Management and Conservation, MEDCOAST 2017",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,266,"International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Management, SGEM","International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Management, SGEM ",Int. Multidiscip. Sci. GeoConference Surv. Geol. Min. Ecol. Manag. SGEM,Conference and proceedings,Geology; Geotechnical Engineering and Engineering Geology,24,21490,0.144,0.24,International Multidisciplinary Scientific Geoconference,Bulgaria,13142704
3,267,Journal of Transportation Engineering,Journal of Transportation Engineering Part B: Pavements ,J. Transp. Eng. B: Pavements,Journal,Civil and Structural Engineering (Q2); Transportation (Q2),13,7718,0.636,2.36,American Society of Civil Engineers (ASCE),United States,25735438
4,268,Remote Sensing Applications: Society and Environment,Remote Sensing Applications: Society and Environment ,Remote Sens. Appl.: Soc. Environ.,Journal,"Computers in Earth Sciences (Q1); Geography, Planning and Development (Q1)",27,5334,0.84,4.93,Elsevier BV,Netherlands,23529385
5,269,Materials and Infrastructures 2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,270,"Proceedings of the 6th International Disaster and Risk Conference: Integrative Risk Management - Towards Resilient Cities, IDRC Davos 2016",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,271,"Functional Pavement Design - Proceedings of the 4th Chinese-European Workshop on Functional Pavement Design, CEW 2016",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,272,"37th Asian Conference on Remote Sensing, ACRS 2016",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,273,"Maintenance, Monitoring, Safety, Risk and Resilience of Bridges and Bridge Networks - Proceedings of the 8th International Conference on Bridge Maintenance, Safety and Management, IABMAS 2016",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,274,Transportation Research Part A: Policy and Practice,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,275,Public Recreation and Landscape Protection - With Man Hand in Hand! 2015 Conference Proceeding,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,276,"12th International Conference on Applications of Statistics and Probability in Civil Engineering, ICASP 2015",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,277,"ACRS 2015 - 36th Asian Conference on Remote Sensing: Fostering Resilient Growth in Asia, Proceedings",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,278,Electrical Transmission and Substation Structures 2015: Technical Challenges and Innovative Solutions in Grid Modernization - Proceedings of the 2015 Electrical Transmission and Substation Structures Conference,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,279,"Safety and Reliability of Complex Engineered Systems - Proceedings of the 25th European Safety and Reliability Conference, ESREL 2015",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,280,"Imaging and Geospatial Technology Forum, IGTF 2015 - ASPRS Annual Conference and co-located JACIE Workshop",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
